ReviewID,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,roberta_classification,vader_classification,CourseId,Review,Label,detected_language,translated_review,translated_review_lower,translated_review_tokenized,translated_review_removed_stopwords,stemmed_translated_review,lemmatized_translated_review
33,0.0,0.823,0.177,0.8988,0.013600809499621391,0.3117434084415436,0.6746557950973511,1.0,1.0,2d-cad,本人是一名结构工程师，有十多年的AutoCAD 2D绘图经验，但已经有较长时间没有进行系统地学习CAD（刚毕业的时候学的是AutoCAD R14），一些新的功能和命令也不会用。通过学习这门课程，我学习和掌握了一些新的命令和画图技巧，这对我的工作效率肯定会有不小的提升。台大康教授的这门课程确实物有所值。,5,zh,"I am a structural engineer. I have more than ten years of AutoCAD 2D drawing experience, but I have not systematically learned CAD for a long time (I first learned AutoCAD R14).use.Through learning this course, I learned and mastered some new orders and drawing skills, which will definitely improve my work efficiency.The course of Professor Taiwan University of Taiwan is really worthwhile.",i am a structural engineer i have more than ten years of autocad d drawing experience but i have not systematically learned cad for a long time i first learned autocad rusethrough learning this course i learned and mastered some new orders and drawing skills which will definitely improve my work efficiencythe course of professor taiwan university of taiwan is really worthwhile,"['i', 'am', 'a', 'structural', 'engineer', 'i', 'have', 'more', 'than', 'ten', 'years', 'of', 'autocad', 'd', 'drawing', 'experience', 'but', 'i', 'have', 'not', 'systematically', 'learned', 'cad', 'for', 'a', 'long', 'time', 'i', 'first', 'learned', 'autocad', 'rusethrough', 'learning', 'this', 'course', 'i', 'learned', 'and', 'mastered', 'some', 'new', 'orders', 'and', 'drawing', 'skills', 'which', 'will', 'definitely', 'improve', 'my', 'work', 'efficiencythe', 'course', 'of', 'professor', 'taiwan', 'university', 'of', 'taiwan', 'is', 'really', 'worthwhile']","['structural', 'engineer', 'ten', 'years', 'autocad', 'drawing', 'experience', 'systematically', 'learned', 'cad', 'long', 'time', 'first', 'learned', 'autocad', 'rusethrough', 'learning', 'course', 'learned', 'mastered', 'new', 'orders', 'drawing', 'skills', 'definitely', 'improve', 'work', 'efficiencythe', 'course', 'professor', 'taiwan', 'university', 'taiwan', 'really', 'worthwhile']","['structur', 'engin', 'ten', 'year', 'autocad', 'draw', 'experi', 'systemat', 'learn', 'cad', 'long', 'time', 'first', 'learn', 'autocad', 'rusethrough', 'learn', 'cours', 'learn', 'master', 'new', 'order', 'draw', 'skill', 'definit', 'improv', 'work', 'efficiencyth', 'cours', 'professor', 'taiwan', 'univers', 'taiwan', 'realli', 'worthwhil']","['structural', 'engineer', 'ten', 'year', 'autocad', 'draw', 'experience', 'systematically', 'learn', 'cad', 'long', 'time', 'first', 'learn', 'autocad', 'rusethrough', 'learn', 'course', 'learn', 'master', 'new', 'order', 'draw', 'skill', 'definitely', 'improve', 'work', 'efficiencythe', 'course', 'professor', 'taiwan', 'university', 'taiwan', 'really', 'worthwhile']"
34,0.0,0.842,0.158,0.5106,0.002622883301228285,0.01842479594051838,0.9789522886276245,1.0,1.0,2d-cad,非常喜歡康老師的課程，在這裏也能夠學習到非常完備的計算機輔助設計的程式應用，推薦大家來上課！,5,zh,I like Teacher Kang's course very much. Here I can also learn a very complete computer -assisted design program application. It is recommended that everyone come to class!,i like teacher kangs course very much here i can also learn a very complete computer assisted design program application it is recommended that everyone come to class,"['i', 'like', 'teacher', 'kangs', 'course', 'very', 'much', 'here', 'i', 'can', 'also', 'learn', 'a', 'very', 'complete', 'computer', 'assisted', 'design', 'program', 'application', 'it', 'is', 'recommended', 'that', 'everyone', 'come', 'to', 'class']","['like', 'teacher', 'kangs', 'course', 'much', 'also', 'learn', 'complete', 'computer', 'assisted', 'design', 'program', 'application', 'recommended', 'everyone', 'come', 'class']","['like', 'teacher', 'kang', 'cours', 'much', 'also', 'learn', 'complet', 'comput', 'assist', 'design', 'program', 'applic', 'recommend', 'everyon', 'come', 'class']","['like', 'teacher', 'kangs', 'course', 'much', 'also', 'learn', 'complete', 'computer', 'assist', 'design', 'program', 'application', 'recommend', 'everyone', 'come', 'class']"
35,0.0,0.851,0.149,0.7579,0.4399769604206085,0.503504753112793,0.05651830509305,0.0,1.0,2d-cad,一开始无法上传自己的作业，后来无法审核同学的作业，到现在课程超期无法学习下一门课程，对课程作业审查的灵活性有非常大的意见。,1,zh,"At first, he couldn't upload his homework, and later could not review the homework of students. Now that the course is unable to take the next course, he has great opinions on the flexibility of the curriculum assignment review.",at first he couldnt upload his homework and later could not review the homework of students now that the course is unable to take the next course he has great opinions on the flexibility of the curriculum assignment review,"['at', 'first', 'he', 'couldnt', 'upload', 'his', 'homework', 'and', 'later', 'could', 'not', 'review', 'the', 'homework', 'of', 'students', 'now', 'that', 'the', 'course', 'is', 'unable', 'to', 'take', 'the', 'next', 'course', 'he', 'has', 'great', 'opinions', 'on', 'the', 'flexibility', 'of', 'the', 'curriculum', 'assignment', 'review']","['first', 'couldnt', 'upload', 'homework', 'later', 'could', 'review', 'homework', 'students', 'course', 'unable', 'take', 'next', 'course', 'great', 'opinions', 'flexibility', 'curriculum', 'assignment', 'review']","['first', 'couldnt', 'upload', 'homework', 'later', 'could', 'review', 'homework', 'student', 'cours', 'unabl', 'take', 'next', 'cours', 'great', 'opinion', 'flexibl', 'curriculum', 'assign', 'review']","['first', 'couldnt', 'upload', 'homework', 'later', 'could', 'review', 'homework', 'student', 'course', 'unable', 'take', 'next', 'course', 'great', 'opinion', 'flexibility', 'curriculum', 'assignment', 'review']"
36,0.0,0.697,0.303,0.5849,0.017160432413220406,0.2838716506958008,0.6989679336547852,1.0,1.0,2d-cad,讲的很仔细 没有基础很容易学习,5,zh,"It is very careful without the foundation, and it is easy to learn",it is very careful without the foundation and it is easy to learn,"['it', 'is', 'very', 'careful', 'without', 'the', 'foundation', 'and', 'it', 'is', 'easy', 'to', 'learn']","['careful', 'without', 'foundation', 'easy', 'learn']","['care', 'without', 'foundat', 'easi', 'learn']","['careful', 'without', 'foundation', 'easy', 'learn']"
37,0.0,0.385,0.615,0.4927,0.009177633561193943,0.04062604159116745,0.9501963257789612,1.0,1.0,2d-cad,非常好的课程,5,zh,Very good course,very good course,"['very', 'good', 'course']","['good', 'course']","['good', 'cours']","['good', 'course']"
38,0.102,0.703,0.196,0.355,0.004392395727336407,0.015436606481671333,0.9801709651947021,1.0,1.0,2d-cad,"老师非常认真也很nice,非常期待后面的课程。",5,zh,"The teacher is very serious and nice, looking forward to the subsequent courses.",the teacher is very serious and nice looking forward to the subsequent courses,"['the', 'teacher', 'is', 'very', 'serious', 'and', 'nice', 'looking', 'forward', 'to', 'the', 'subsequent', 'courses']","['teacher', 'serious', 'nice', 'looking', 'forward', 'subsequent', 'courses']","['teacher', 'seriou', 'nice', 'look', 'forward', 'subsequ', 'cours']","['teacher', 'serious', 'nice', 'look', 'forward', 'subsequent', 'course']"
39,0.0,0.817,0.183,0.6808,0.0075316959992051125,0.12413641810417175,0.8683319091796875,1.0,1.0,2d-cad,讲课内容浅显易懂，图例也生动有趣，没有基础的同学也能很好地理解CAD的基础知识。,5,zh,"The content of the lecture is easy to understand, and the legend is vivid and interesting. Students without basic students can understand the basic knowledge of CAD.",the content of the lecture is easy to understand and the legend is vivid and interesting students without basic students can understand the basic knowledge of cad,"['the', 'content', 'of', 'the', 'lecture', 'is', 'easy', 'to', 'understand', 'and', 'the', 'legend', 'is', 'vivid', 'and', 'interesting', 'students', 'without', 'basic', 'students', 'can', 'understand', 'the', 'basic', 'knowledge', 'of', 'cad']","['content', 'lecture', 'easy', 'understand', 'legend', 'vivid', 'interesting', 'students', 'without', 'basic', 'students', 'understand', 'basic', 'knowledge', 'cad']","['content', 'lectur', 'easi', 'understand', 'legend', 'vivid', 'interest', 'student', 'without', 'basic', 'student', 'understand', 'basic', 'knowledg', 'cad']","['content', 'lecture', 'easy', 'understand', 'legend', 'vivid', 'interest', 'student', 'without', 'basic', 'student', 'understand', 'basic', 'knowledge', 'cad']"
40,0.0,1.0,0.0,0.0,0.03702818974852562,0.26959869265556335,0.6933730840682983,1.0,0.0,2d-cad,非常用心,5,zh,Very attentive,very attentive,"['very', 'attentive']",['attentive'],['attent'],['attentive']
41,0.0,0.464,0.536,0.699,0.007610163651406765,0.019922126084566116,0.9724677801132202,1.0,1.0,2d-cad,很好，老师很负责人呢。,5,zh,"Very good, the teacher is very responsible.",very good the teacher is very responsible,"['very', 'good', 'the', 'teacher', 'is', 'very', 'responsible']","['good', 'teacher', 'responsible']","['good', 'teacher', 'respons']","['good', 'teacher', 'responsible']"
42,0.0,0.238,0.762,0.4927,0.01857622340321541,0.09295237809419632,0.8884714245796204,1.0,1.0,2d-cad,very good!,5,en,very good!,very good,"['very', 'good']",['good'],['good'],['good']
43,0.0,0.0,1.0,0.6249,0.06354396790266037,0.24589529633522034,0.6905606985092163,1.0,1.0,2d-cad,棒棒哒,5,ja,Great,great,['great'],['great'],['great'],['great']
44,0.0,0.776,0.224,0.4391,0.005265741143375635,0.07735650986433029,0.917377769947052,1.0,1.0,2d-cad,老师讲课很清晰，也很有耐心,5,zh,"The teacher's lecture is very clear, and he is very patient",the teachers lecture is very clear and he is very patient,"['the', 'teachers', 'lecture', 'is', 'very', 'clear', 'and', 'he', 'is', 'very', 'patient']","['teachers', 'lecture', 'clear', 'patient']","['teacher', 'lectur', 'clear', 'patient']","['teacher', 'lecture', 'clear', 'patient']"
45,0.0,0.256,0.744,0.4404,0.028950190171599388,0.23279738426208496,0.7382524013519287,1.0,1.0,2d-cad,Good quality.,5,es,Good quality.,good quality,"['good', 'quality']","['good', 'quality']","['good', 'qualiti']","['good', 'quality']"
46,0.0,0.715,0.285,0.4927,0.03659694641828537,0.16214659810066223,0.8012564182281494,1.0,1.0,2d-cad,很好的课程，弥补了学校的不足,5,zh,Very good courses make up for the school's shortcomings,very good courses make up for the schools shortcomings,"['very', 'good', 'courses', 'make', 'up', 'for', 'the', 'schools', 'shortcomings']","['good', 'courses', 'make', 'schools', 'shortcomings']","['good', 'cours', 'make', 'school', 'shortcom']","['good', 'course', 'make', 'school', 'shortcoming']"
47,0.0,1.0,0.0,0.0,0.05318990722298622,0.7962381839752197,0.15057191252708435,0.0,0.0,2d-cad,这门课程,5,zh,This course,this course,"['this', 'course']",['course'],['cours'],['course']
48,0.0,0.536,0.464,0.3818,0.053570982068777084,0.7572680711746216,0.189161017537117,0.0,1.0,2d-cad,结构清晰，良心设计,5,zh,"Clear structure, conscience design",clear structure conscience design,"['clear', 'structure', 'conscience', 'design']","['clear', 'structure', 'conscience', 'design']","['clear', 'structur', 'conscienc', 'design']","['clear', 'structure', 'conscience', 'design']"
49,0.0,0.631,0.369,0.6249,0.00288425968028605,0.01818058453500271,0.978935182094574,1.0,1.0,2d-cad,学到了很多基础知识~很棒的课程,5,zh,I have learned a lot of basic knowledge ~ great courses,i have learned a lot of basic knowledge  great courses,"['i', 'have', 'learned', 'a', 'lot', 'of', 'basic', 'knowledge', 'great', 'courses']","['learned', 'lot', 'basic', 'knowledge', 'great', 'courses']","['learn', 'lot', 'basic', 'knowledg', 'great', 'cours']","['learn', 'lot', 'basic', 'knowledge', 'great', 'course']"
50,0.0,0.633,0.367,0.4404,0.021080059930682182,0.35217800736427307,0.626741886138916,1.0,1.0,2d-cad,基础课 ，讲的通俗易懂。,5,zh,Basic courses are easy to understand.,basic courses are easy to understand,"['basic', 'courses', 'are', 'easy', 'to', 'understand']","['basic', 'courses', 'easy', 'understand']","['basic', 'cours', 'easi', 'understand']","['basic', 'course', 'easy', 'understand']"
51,0.037,0.889,0.074,0.6858,0.011272158473730087,0.2223084568977356,0.7664193511009216,1.0,1.0,2d-cad,第二次上这门课程。去年参加课程的时候是第一门华文认证课程。虽然我的作业都是认证过的，当时没有申请签名认证。现在重新参加认证上一遍。回顾知识，做做笔记，感觉还是挺不错的。作业改了好多好多。以前都是要做的，感觉很多。现在分为计分和不计分的。全部加起来的作业量的确有点多，但是计分的不是很多。作业难度降低了好多，都有给出明确的操作步骤，而且有参考范例。所以说，给入门的同学学习还是不错的。课程材料都是去年的，只是增加了部分影片哦~~~,4,zh,"Take this course for the second time.When I took the course last year, it was the first Chinese certification course.Although my homework was certified, there was no signature certification at that time.Participate in the certification again now.Looking back on knowledge and taking notes, it feels pretty good.The homework has changed a lot.I used to do it before and feel a lot.It is now divided into scores and non -scoring.All the amount of homework is really a bit more, but not a lot of scores.The difficulty of homework has been reduced a lot, and there are clear operation steps, and there are reference examples.Therefore, it is still good to learn to get started.The curriculum materials were all last year, but some films were added ~~~",take this course for the second timewhen i took the course last year it was the first chinese certification coursealthough my homework was certified there was no signature certification at that timeparticipate in the certification again nowlooking back on knowledge and taking notes it feels pretty goodthe homework has changed a loti used to do it before and feel a lotit is now divided into scores and non scoringall the amount of homework is really a bit more but not a lot of scoresthe difficulty of homework has been reduced a lot and there are clear operation steps and there are reference examplestherefore it is still good to learn to get startedthe curriculum materials were all last year but some films were added ,"['take', 'this', 'course', 'for', 'the', 'second', 'timewhen', 'i', 'took', 'the', 'course', 'last', 'year', 'it', 'was', 'the', 'first', 'chinese', 'certification', 'coursealthough', 'my', 'homework', 'was', 'certified', 'there', 'was', 'no', 'signature', 'certification', 'at', 'that', 'timeparticipate', 'in', 'the', 'certification', 'again', 'nowlooking', 'back', 'on', 'knowledge', 'and', 'taking', 'notes', 'it', 'feels', 'pretty', 'goodthe', 'homework', 'has', 'changed', 'a', 'loti', 'used', 'to', 'do', 'it', 'before', 'and', 'feel', 'a', 'lotit', 'is', 'now', 'divided', 'into', 'scores', 'and', 'non', 'scoringall', 'the', 'amount', 'of', 'homework', 'is', 'really', 'a', 'bit', 'more', 'but', 'not', 'a', 'lot', 'of', 'scoresthe', 'difficulty', 'of', 'homework', 'has', 'been', 'reduced', 'a', 'lot', 'and', 'there', 'are', 'clear', 'operation', 'steps', 'and', 'there', 'are', 'reference', 'examplestherefore', 'it', 'is', 'still', 'good', 'to', 'learn', 'to', 'get', 'startedthe', 'curriculum', 'materials', 'were', 'all', 'last', 'year', 'but', 'some', 'films', 'were', 'added']","['take', 'course', 'second', 'timewhen', 'took', 'course', 'last', 'year', 'first', 'chinese', 'certification', 'coursealthough', 'homework', 'certified', 'signature', 'certification', 'timeparticipate', 'certification', 'nowlooking', 'back', 'knowledge', 'taking', 'notes', 'feels', 'pretty', 'goodthe', 'homework', 'changed', 'loti', 'used', 'feel', 'lotit', 'divided', 'scores', 'non', 'scoringall', 'amount', 'homework', 'really', 'bit', 'lot', 'scoresthe', 'difficulty', 'homework', 'reduced', 'lot', 'clear', 'operation', 'steps', 'reference', 'examplestherefore', 'still', 'good', 'learn', 'get', 'startedthe', 'curriculum', 'materials', 'last', 'year', 'films', 'added']","['take', 'cours', 'second', 'timewhen', 'took', 'cours', 'last', 'year', 'first', 'chines', 'certif', 'coursealthough', 'homework', 'certifi', 'signatur', 'certif', 'timeparticip', 'certif', 'nowlook', 'back', 'knowledg', 'take', 'note', 'feel', 'pretti', 'goodth', 'homework', 'chang', 'loti', 'use', 'feel', 'lotit', 'divid', 'score', 'non', 'scoringal', 'amount', 'homework', 'realli', 'bit', 'lot', 'scoresth', 'difficulti', 'homework', 'reduc', 'lot', 'clear', 'oper', 'step', 'refer', 'examplestherefor', 'still', 'good', 'learn', 'get', 'startedth', 'curriculum', 'materi', 'last', 'year', 'film', 'ad']","['take', 'course', 'second', 'timewhen', 'take', 'course', 'last', 'year', 'first', 'chinese', 'certification', 'coursealthough', 'homework', 'certify', 'signature', 'certification', 'timeparticipate', 'certification', 'nowlooking', 'back', 'knowledge', 'take', 'note', 'feel', 'pretty', 'goodthe', 'homework', 'change', 'loti', 'use', 'feel', 'lotit', 'divide', 'score', 'non', 'scoringall', 'amount', 'homework', 'really', 'bit', 'lot', 'scoresthe', 'difficulty', 'homework', 'reduce', 'lot', 'clear', 'operation', 'step', 'reference', 'examplestherefore', 'still', 'good', 'learn', 'get', 'startedthe', 'curriculum', 'material', 'last', 'year', 'film', 'add']"
